"","query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa00559","Taxa00559","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Trimorphomycetaceae","","","Saitozyma","","","",""
"Taxa00560","Taxa00560","","","","","","","","","","","","","","","",""
"Taxa00561","Taxa00561","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00562","Taxa00562","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco04","",""
"Taxa00563","Taxa00563","","","","","","","","","","","","","","","",""
"Taxa00564","Taxa00564","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Diatrypaceae","","","","","","",""
"Taxa00565","Taxa00565","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa00566","Taxa00566","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Vishniacozyma","","","",""
"Taxa00567","Taxa00567","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa00568","Taxa00568","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00569","Taxa00569","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00570","Taxa00570","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00571","Taxa00571","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Conioscyphales","","Conioscyphaceae","","","Conioscypha","","","",""
"Taxa00572","Taxa00572","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Dothideales","","Saccotheciaceae","","","Aureobasidium","","","",""
"Taxa00573","Taxa00573","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00574","Taxa00574","","","","","","","","","","","","","","","",""
"Taxa00575","Taxa00575","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00576","Taxa00576","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00577","Taxa00577","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","","","","","","","","","",""
"Taxa00578","Taxa00578","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","","","","","","","","","",""
"Taxa00579","Taxa00579","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00580","Taxa00580","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00581","Taxa00581","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","","","","","","","",""
"Taxa00582","Taxa00582","","","","","","","","","","","","","","","",""
"Taxa00583","Taxa00583","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","Shiraia","","","",""
"Taxa00584","Taxa00584","","","","","","","","","","","","","","","",""
"Taxa00585","Taxa00585","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Thelephorales","","Typhulaceae","","","","","","",""
"Taxa00586","Taxa00586","","","","","","","","","","","","","","","",""
"Taxa00587","Taxa00587","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00588","Taxa00588","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Delonicicolaceae","","","Liberomyces","","","",""
"Taxa00589","Taxa00589","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00590","Taxa00590","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Pleosporaceae","","","Alternaria","","","",""
"Taxa00591","Taxa00591","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Stachybotryaceae","","","Achroiostachys","","Achroiostachys saccharicola","",""
"Taxa00592","Taxa00592","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00593","Taxa00593","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Capnobotryella","","Capnobotryella renispora","",""
"Taxa00594","Taxa00594","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Sporocadaceae","","","","","","",""
"Taxa00595","Taxa00595","","","","","","","","","","","","","","","",""
"Taxa00596","Taxa00596","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00597","Taxa00597","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Vialaeaceae","","","Vialaea","","Vialaea insculpta","",""
"Taxa00598","Taxa00598","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa00599","Taxa00599","","","","","","","","","","","","","","","",""
"Taxa00600","Taxa00600","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa00601","Taxa00601","","","","","","","","","","","","","","","",""
"Taxa00602","Taxa00602","","","","","","","","","","","","","","","",""
"Taxa00603","Taxa00603","","","","","","","","","","","","","","","",""
"Taxa00604","Taxa00604","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","Aspergillaceae","","","Penicillium","","","",""
"Taxa00605","Taxa00605","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","","","","","","","","","",""
"Taxa00606","Taxa00606","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Dioszegia","","","",""
"Taxa00607","Taxa00607","Eukaryota","Fungi","Dikarya","Basidiomycota","Classiculomycetes","","Classiculales","","Classiculaceae","","","","","","",""
"Taxa00608","Taxa00608","","","","","","","","","","","","","","","",""
"Taxa00609","Taxa00609","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","Neoascochyta","","","",""
"Taxa00610","Taxa00610","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","Sclerotiniaceae","","","","","","",""
"Taxa00611","Taxa00611","","","","","","","","","","","","","","","",""
"Taxa00612","Taxa00612","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00613","Taxa00613","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00614","Taxa00614","Eukaryota","","","","Spirotrichea","Stichotrichia","Sporadotrichida","","Oxytrichidae","","","","","","",""
"Taxa00615","Taxa00615","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00616","Taxa00616","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00617","Taxa00617","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Clavicipitaceae","","","Aciculosporium","","Aciculosporium take","",""
"Taxa00618","Taxa00618","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00619","Taxa00619","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Filobasidiales","","Filobasidiaceae","","","Naganishia","","","",""
"Taxa00620","Taxa00620","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00621","Taxa00621","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00622","Taxa00622","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00623","Taxa00623","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","Aspergillaceae","","","","","","",""
"Taxa00624","Taxa00624","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","","","","","","","",""
"Taxa00625","Taxa00625","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Cladosporiaceae","","","Cladosporium","","","",""
"Taxa00626","Taxa00626","","","","","","","","","","","","","","","",""
"Taxa00627","Taxa00627","","","","","","","","","","","","","","","",""
"Taxa00628","Taxa00628","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","","","","","",""
"Taxa00629","Taxa00629","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Massarinaceae","","","Stagonospora","","","",""
"Taxa00630","Taxa00630","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00631","Taxa00631","","","","","","","","","","","","","","","",""
"Taxa00632","Taxa00632","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Sphaeropleales","","Scenedesmaceae","","","","","","",""
"Taxa00633","Taxa00633","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Cystofilobasidiales","","Mrakiaceae","","","Itersonilia","","Itersonilia perplexans","",""
"Taxa00634","Taxa00634","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00635","Taxa00635","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00636","Taxa00636","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Lophiostomataceae","","","","","","",""
"Taxa00637","Taxa00637","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","","","","","","","",""
"Taxa00638","Taxa00638","Eukaryota","","","","Oomycetes","","Pythiales","","Pythiaceae","","","Pythium","","","",""
"Taxa00639","Taxa00639","","","","","","","","","","","","","","","",""
"Taxa00640","Taxa00640","Eukaryota","","","","","","Cercomonadida","","Cercomonadidae","","","Paracercomonas","","","",""
"Taxa00641","Taxa00641","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00642","Taxa00642","","","","","","","","","","","","","","","",""
"Taxa00643","Taxa00643","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Erysiphales","","Erysiphaceae","","","Golovinomyces","","Golovinomyces asterum","",""
"Taxa00644","Taxa00644","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00645","Taxa00645","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00646","Taxa00646","","","","","","","","","","","","","","","",""
"Taxa00647","Taxa00647","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Cladosporiaceae","","","Cladosporium","","","",""
"Taxa00648","Taxa00648","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa00649","Taxa00649","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa00650","Taxa00650","","","","","","","","","","","","","","","",""
"Taxa00651","Taxa00651","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00652","Taxa00652","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00653","Taxa00653","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00654","Taxa00654","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00655","Taxa00655","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00656","Taxa00656","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00657","Taxa00657","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00658","Taxa00658","","","","","","","","","","","","","","","",""
"Taxa00659","Taxa00659","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleraceae","","","Fonsecazyma","","Fonsecazyma mujuensis","",""
"Taxa00660","Taxa00660","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00661","Taxa00661","","","","","","","","","","","","","","","",""
"Taxa00662","Taxa00662","","","","","","","","","","","","","","","",""
"Taxa00663","Taxa00663","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa00664","Taxa00664","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00665","Taxa00665","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Rhynchogastremataceae","","","Papiliotrema","","Papiliotrema rajasthanensis","",""
"Taxa00666","Taxa00666","","","","","","","","","","","","","","","",""
"Taxa00667","Taxa00667","","","","","","","","","","","","","","","",""
"Taxa00668","Taxa00668","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00669","Taxa00669","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco03","",""
"Taxa00670","Taxa00670","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00671","Taxa00671","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00672","Taxa00672","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa00673","Taxa00673","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00674","Taxa00674","","","","","","","","","","","","","","","",""
"Taxa00675","Taxa00675","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","","",""
"Taxa00676","Taxa00676","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa00677","Taxa00677","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00678","Taxa00678","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00679","Taxa00679","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa00680","Taxa00680","","","","","","","","","","","","","","","",""
"Taxa00681","Taxa00681","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Filobasidiales","","Filobasidiaceae","","","Naganishia","","","",""
"Taxa00682","Taxa00682","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00683","Taxa00683","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Hymenochaetaceae","","","Fuscoporia","","","",""
"Taxa00684","Taxa00684","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa00685","Taxa00685","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa00686","Taxa00686","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Naohideales","","","","","","","","",""
"Taxa00687","Taxa00687","","","","","","","","","","","","","","","",""
"Taxa00688","Taxa00688","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","","","","","","","","","",""
"Taxa00689","Taxa00689","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","","","","","","","","","",""
"Taxa00690","Taxa00690","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Irpicaceae","","","","","","",""
"Taxa00691","Taxa00691","","","","","","","","","","","","","","","",""
"Taxa00692","Taxa00692","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","Trichosphaeriales","","Trichosphaeriaceae","","","Nigrospora","","","",""
"Taxa00693","Taxa00693","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00694","Taxa00694","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa00695","Taxa00695","","","","","","","","","","","","","","","",""
"Taxa00696","Taxa00696","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa00697","Taxa00697","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa00698","Taxa00698","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","Hyphoderma transiens","",""
"Taxa00699","Taxa00699","","","","","","","","","","","","","","","",""
"Taxa00700","Taxa00700","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00701","Taxa00701","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","","","","","","","",""
"Taxa00702","Taxa00702","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa00703","Taxa00703","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Sporocadaceae","","","Pestalotiopsis","","","",""
