"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","tribe","genus","species"
"Taxa00772","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00773","Bacteria","","","","","","","","","","",""
"Taxa00774","Bacteria","","","","","","","","","","",""
"Taxa00775","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa00776","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00777","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa00778","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa00779","Bacteria","","","Spirochaetes","Spirochaetia","","Spirochaetales","","Spirochaetaceae","","Spirochaeta",""
"Taxa00780","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","",""
"Taxa00781","Bacteria","","","Actinobacteria","Actinobacteria","","Corynebacteriales","","Mycobacteriaceae","","",""
"Taxa00782","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Mucilaginibacter",""
"Taxa00783","Bacteria","","","Proteobacteria","Oligoflexia","","","","","","",""
"Taxa00784","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","Verrucomicrobiaceae","","Prosthecobacter",""
"Taxa00785","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00786","Bacteria","","","Verrucomicrobia","","","","","","","",""
"Taxa00787","Bacteria","","","Acidobacteria","Acidobacteriia","","Acidobacteriales","","Acidobacteriaceae","","",""
"Taxa00788","Bacteria","","","Chlamydiae","Chlamydiia","","Parachlamydiales","","","","",""
"Taxa00789","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Spirosoma",""
"Taxa00790","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa00791","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa00792","","","","","","","","","","","",""
"Taxa00793","Bacteria","","","","","","","","","","","STD_prok04"
"Taxa00794","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella",""
"Taxa00795","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00796","","","","","","","","","","","",""
"Taxa00797","Archaea","","","Thaumarchaeota","","","","","","","",""
"Taxa00798","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa00799","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa00800","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00801","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Micrococcaceae","","",""
"Taxa00802","","","","","","","","","","","",""
"Taxa00803","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Rickettsiaceae","Rickettsieae","",""
"Taxa00804","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00805","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00806","Bacteria","","","Firmicutes","Negativicutes","","","","","","",""
"Taxa00807","Bacteria","","","","","","","","","","",""
"Taxa00808","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00809","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00810","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","Verrucomicrobiaceae","","Verrucomicrobium",""
"Taxa00811","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Arenicellales","","Arenicellaceae","","Arenicella","uncultured Arenicella sp."
"Taxa00812","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa00813","","","","","","","","","","","",""
"Taxa00814","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfobacterales","","Desulfobulbaceae","","",""
"Taxa00815","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa00816","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00817","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00818","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Cytophaga",""
"Taxa00819","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00820","","","","","","","","","","","",""
"Taxa00821","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa00822","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Cytophaga",""
"Taxa00823","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa00824","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Microbacteriaceae","","Curtobacterium",""
"Taxa00825","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa00826","Eukaryota","","","","Oomycetes","","","","","","",""
"Taxa00827","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00828","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","Polyangiaceae","","",""
"Taxa00829","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa00830","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","Roseateles",""
"Taxa00831","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa00832","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa00833","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa00834","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa00835","","","","","","","","","","","",""
"Taxa00836","Eukaryota","","","","","","","","","","",""
"Taxa00837","Bacteria","","","","","","","","","","",""
"Taxa00838","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa00839","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00840","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella",""
"Taxa00841","Bacteria","","","","","","","","","","",""
"Taxa00842","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00843","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00844","Bacteria","","","","","","","","","","",""
"Taxa00845","Bacteria","","","","","","","","","","","STD_prok05"
"Taxa00846","Bacteria","","","","","","","","","","",""
"Taxa00847","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa00848","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Alcaligenaceae","","Bordetella",""
"Taxa00849","Bacteria","","","Firmicutes","Negativicutes","","","","","","",""
"Taxa00850","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfotomaculum",""
"Taxa00851","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00852","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00853","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00854","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa00855","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","","","",""
"Taxa00856","Bacteria","","","","","","","","","","",""
"Taxa00857","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00858","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Spirosoma",""
"Taxa00859","Bacteria","","","Deinococcus-Thermus","Deinococci","","Deinococcales","","Deinococcaceae","","Deinococcus",""
"Taxa00860","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa00861","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","",""
"Taxa00862","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","Delftia",""
"Taxa00863","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00864","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa00865","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa00866","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00867","Bacteria","","","","","","","","","","",""
"Taxa00868","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00869","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Symbiobacteriaceae","","Symbiobacterium","uncultured Symbiobacterium sp."
"Taxa00870","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","","","","uncultured Sphingobacteriales bacterium"
"Taxa00871","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00872","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00873","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella","uncultured Legionella sp."
"Taxa00874","Bacteria","","","Actinobacteria","Actinobacteria","","Corynebacteriales","","Mycobacteriaceae","","Mycobacterium","uncultured Mycobacterium sp."
"Taxa00875","","","","","","","","","","","",""
"Taxa00876","Eukaryota","","","","Oomycetes","","Pythiales","","Pythiaceae","","",""
"Taxa00877","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Rhodanobacteraceae","","",""
"Taxa00878","Eukaryota","","","","Eustigmatophyceae","","","","","","",""
"Taxa00879","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","Herbaspirillum",""
"Taxa00880","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","Opitutus","uncultured Opitutus sp."
"Taxa00881","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00882","Bacteria","","","","","","","","","","",""
"Taxa00883","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00884","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa00885","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","","","",""
"Taxa00886","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa00887","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa00888","Bacteria","","","Verrucomicrobia","","","","","","","",""
"Taxa00889","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00890","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00891","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa00892","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00893","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00894","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00895","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Alcaligenaceae","","",""
"Taxa00896","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","Asticcacaulis","uncultured Asticcacaulis sp."
"Taxa00897","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa00898","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa00899","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Lacibacterium",""
"Taxa00900","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00901","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00902","","","","","","","","","","","",""
"Taxa00903","Bacteria","","","Acidobacteria","Acidobacteriia","","Acidobacteriales","","Acidobacteriaceae","","Acidobacterium","uncultured Acidobacterium sp."
"Taxa00904","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00905","Bacteria","","","Chloroflexi","Anaerolineae","","Anaerolineales","","Anaerolineaceae","","",""
"Taxa00906","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00907","Bacteria","","","","","","","","","","",""
"Taxa00908","Bacteria","","","","","","","","","","",""
"Taxa00909","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Holosporales","","Caedimonadaceae","","",""
"Taxa00910","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00911","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00912","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","","","",""
"Taxa00913","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","Caulobacter","uncultured Caulobacter sp."
"Taxa00914","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa00915","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","Rhodocyclaceae","","","uncultured Rhodocyclaceae bacterium"
"Taxa00916","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa00917","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","",""
"Taxa00918","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00919","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa00920","Bacteria","","","","","","","","","","",""
"Taxa00921","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa00922","Bacteria","","","Acidobacteria","Holophagae","","Holophagales","","Holophagaceae","","",""
"Taxa00923","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa00924","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","","","",""
"Taxa00925","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Spirosoma",""
"Taxa00926","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00927","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Bradyrhizobiaceae","","",""
"Taxa00928","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00929","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","Burkholderia",""
"Taxa00930","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00931","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa00932","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00933","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa00934","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00935","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa00936","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00937","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa00938","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Beijerinckiaceae","","",""
"Taxa00939","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio",""
